Borrower_ID,Age,Employment_Status,Income,Credit_Score,Nationality,Loan_ID,Interest_Rate,Loan_Term,Purpose,Disbursement_Date,Due_Date,Days_Past_Due,Payment_Amount,Outstanding_Balance,Collection_Status,Recovery_Status,Recovery_Amount,Recovery_Date,Paid_Date,Invoice_Amount,Customer_Segment,Days_To_Collect,Recovered,Contact_Attempts,Payment_History_Pattern,Region,Channel_of_Contact
132,54,Self-Employed,107062,406,German,10132,11.11,60,Other,2/13/2022,1/18/2027,4,12006.9045,-4287.9045,Current,Not Started,0,,1/22/2027,7719,Self-Employed,1804,0,1,Mixed,West,Phone
133,52,Employed,110694,719,German,10133,6.02,24,Debt Consolidation,12/14/2021,12/4/2023,4,47284.2412,-5081.2412,Current,Not Started,0,,12/8/2023,42203,Employed,724,0,6,Always Late,North,Phone
134,61,Self-Employed,40032,728,German,10134,4.8,48,Other,11/15/2021,10/25/2025,2,31088.552,-5007.552,Current,Not Started,0,,10/27/2025,26081,Self-Employed,1442,0,9,Always Late,West,Phone
135,57,Employed,52846,674,German,10135,10.36,60,Business,11/23/2021,10/28/2026,3,18747.3,-6397.3,Current,Not Started,0,,10/31/2026,12350,Employed,1803,0,1,Mixed,East,Phone
136,39,Self-Employed,74474,372,German,10136,9.07,12,Debt Consolidation,12/10/2022,12/5/2023,-2,40746.3706,-3388.3706,Current,Not Started,0,,12/3/2023,37358,Self-Employed,358,0,5,Always Late,North,In-App
137,44,Employed,59936,329,German,10137,3.81,24,Home Improvement,7/31/2022,7/20/2024,-1,35537.2002,-2516.2002,Current,Not Started,0,,7/19/2024,33021,Employed,719,0,4,Mixed,West,In-App
138,52,Employed,44794,487,German,10138,7.88,60,Debt Consolidation,2/23/2022,1/28/2027,60,61101.808,-17269.808,Delinquent,Not Started,0,,3/29/2027,43832,Employed,1860,0,4,Mixed,East,Email
139,18,Self-Employed,76588,663,German,10139,4.72,60,Business,11/23/2020,10/28/2025,-1,36300.084,-6931.084,Current,Not Started,0,,10/27/2025,29369,Self-Employed,1799,0,1,Mixed,East,Phone
140,52,Employed,85984,750,German,10140,9.61,36,Home Improvement,11/14/2020,10/30/2023,2,42163.4824,-9435.4824,Current,Not Started,0,,11/1/2023,32728,Employed,1082,0,1,Always Late,East,In-App
141,54,Employed,65331,494,German,10141,8.05,48,Education,5/8/2022,4/17/2026,3,24557.472,-5981.472,Current,Not Started,0,,4/20/2026,18576,Employed,1443,0,5,Always Late,South,Email
142,64,Self-Employed,109397,455,German,10142,10.55,36,Business,10/6/2020,9/21/2023,1,39496.3165,-9495.3165,Current,Not Started,0,,9/22/2023,30001,Self-Employed,1081,0,7,Always Late,North,Phone
143,31,Self-Employed,43141,471,German,10143,12.76,24,Home Improvement,8/29/2022,8/18/2024,-1,23658.0096,-4810.0096,Current,Not Started,0,,8/17/2024,18848,Self-Employed,719,0,6,Always Late,East,SMS
144,20,Employed,24074,340,German,10144,6.95,60,Other,4/27/2022,4/1/2027,-3,1873.025,-483.025,Current,Not Started,0,,3/29/2027,1390,Employed,1797,0,4,Always Late,South,In-App
145,18,Employed,21406,362,German,10145,14.56,36,Debt Consolidation,1/17/2021,1/2/2024,78,33044.9632,-10045.9632,Delinquent,Not Started,0,,3/20/2024,22999,Employed,1158,0,1,Always Late,West,Email
146,22,Employed,112359,322,German,10146,9.66,48,Home Improvement,12/1/2020,11/10/2024,3,64378.87040000001,-17942.8704,Current,Not Started,0,,11/13/2024,46436,Employed,1443,0,5,Mixed,East,SMS
147,43,Employed,38291,659,German,10147,10.61,24,Debt Consolidation,5/5/2022,4/24/2024,66,15236.1418,-2667.1418,Delinquent,Not Started,0,,6/29/2024,12569,Employed,786,0,2,Always Late,South,Phone
148,31,Employed,56568,374,German,10148,11.33,12,Other,11/14/2021,11/9/2022,3,15618.4857,-1589.4857,Current,Not Started,0,,11/12/2022,14029,Employed,363,0,8,Mixed,East,Phone
149,56,Employed,112539,417,German,10149,11.17,36,Home Improvement,4/11/2021,3/26/2024,132,31361.499,-7871.499,Default,Not Started,0,,8/5/2024,23490,Employed,1212,0,7,Always Late,North,Phone
150,44,Unemployed,61851,679,German,10150,9.38,24,Education,8/16/2021,8/6/2023,-2,55668.75,-8793.75,Current,Not Started,0,,8/4/2023,46875,Unemployed,718,0,6,Always Late,North,In-App
151,26,Employed,114942,589,German,10151,8.43,12,Business,5/25/2022,5/20/2023,82,39390.4504,-3062.4504,Delinquent,Not Started,0,,8/10/2023,36328,Employed,442,0,8,Mixed,West,Email
152,32,Employed,69823,739,German,10152,4.12,36,Home Improvement,7/6/2021,6/20/2024,-2,7715.7612,-848.7612,Current,Not Started,0,,6/18/2024,6867,Employed,1078,0,1,Always Late,East,SMS
153,32,Employed,38312,306,German,10153,3.75,24,Other,7/31/2021,7/21/2023,-4,17505.3,-1221.3,Current,Not Started,0,,7/17/2023,16284,Employed,716,0,6,Always Late,South,Email
154,43,Unemployed,58108,495,Other,10154,7.62,24,Home Improvement,6/26/2022,6/15/2024,-5,40309.799600000006,-5330.7996,Current,Not Started,0,,6/10/2024,34979,Unemployed,715,0,3,Always Late,West,In-App
155,59,Employed,81918,720,German,10155,7.34,36,Debt Consolidation,5/30/2020,5/15/2023,114,12349.6442,-2228.6442,Default,Recovered,-1239.552933,1/23/2024,9/6/2023,10121,Employed,1194,1,8,Mixed,East,Email
156,30,Employed,49171,492,German,10156,7.96,24,Home Improvement,6/20/2022,6/9/2024,-2,2943.2088,-404.2088,Current,Not Started,0,,6/7/2024,2539,Employed,718,0,2,Mixed,West,In-App
157,68,Employed,56779,447,German,10157,5.09,60,Education,12/28/2022,12/2/2027,-1,33229.196,-6741.196,Current,Not Started,0,,12/1/2027,26488,Employed,1799,0,6,Mixed,South,Phone
158,49,Employed,83828,501,German,10158,11.99,36,Home Improvement,5/29/2020,5/14/2023,67,24511.3119,-6484.3119,Delinquent,Not Started,0,,7/20/2023,18027,Employed,1147,0,7,Mixed,West,SMS
159,56,Employed,113723,743,German,10159,13.36,24,Business,6/19/2021,6/9/2023,2,12282.9696,-2589.9696,Current,Not Started,0,,6/11/2023,9693,Employed,722,0,1,Mixed,West,Phone
160,66,Self-Employed,27411,718,German,10160,14.3,12,Home Improvement,8/31/2021,8/26/2022,72,11339.703,-1418.703,Delinquent,Not Started,0,,11/6/2022,9921,Self-Employed,432,0,3,Mixed,West,Email
161,69,Unemployed,117821,726,German,10161,9.16,12,Debt Consolidation,8/8/2022,8/3/2023,2,12345.996,-1035.996,Current,Not Started,0,,8/5/2023,11310,Unemployed,362,0,6,Always Late,East,Phone
162,49,Employed,72009,778,German,10162,11.56,60,Home Improvement,10/3/2021,9/7/2026,36,73395.936,-26883.936,Delinquent,Not Started,0,,10/13/2026,46512,Employed,1836,0,4,Mixed,South,SMS
163,21,Employed,30422,774,German,10163,13.34,36,Education,8/23/2021,8/7/2024,-2,44677.5816,-12769.5816,Current,Not Started,0,,8/5/2024,31908,Employed,1078,0,2,Always Late,North,Phone
164,47,Unemployed,57468,425,German,10164,8.31,24,Other,10/11/2021,10/1/2023,0,6281.1532,-895.1532,Current,Not Started,0,,10/1/2023,5386,Unemployed,720,0,2,Always Late,East,SMS
165,54,Self-Employed,47371,694,German,10165,7.06,24,Home Improvement,4/19/2020,4/9/2022,-2,37959.7356,-4696.7356,Current,Not Started,0,,4/7/2022,33263,Self-Employed,718,0,1,Always Late,North,SMS
166,40,Employed,72022,624,German,10166,14.27,12,Home Improvement,10/27/2022,10/22/2023,44,33609.0924,-4197.0924,Delinquent,Not Started,0,,12/5/2023,29412,Employed,404,0,7,Always Late,North,Phone
167,56,Employed,86229,691,German,10167,9.43,60,Business,3/27/2022,3/1/2027,1,26932.8645,-8629.8645,Current,Not Started,0,,3/2/2027,18303,Employed,1801,0,4,Always Late,East,In-App
168,62,Employed,114071,739,German,10168,9.22,12,Education,1/6/2021,1/1/2022,-5,14462.9124,-1220.9124,Current,Not Started,0,,12/27/2021,13242,Employed,355,0,1,Always Late,East,Email
169,32,Employed,66196,503,German,10169,5.55,12,Other,4/6/2022,4/1/2023,111,50690.3875,-2665.3875,Default,Not Started,0,,7/21/2023,48025,Employed,471,0,3,Mixed,South,In-App
170,60,Self-Employed,95354,785,Other,10170,4.74,60,Debt Consolidation,12/5/2020,11/9/2025,4,12304.439,-2357.439,Current,Not Started,0,,11/13/2025,9947,Self-Employed,1804,0,3,Mixed,South,In-App
171,46,Unemployed,111774,330,German,10171,13.18,36,Home Improvement,1/22/2020,1/6/2023,170,66580.1156,-18866.1156,Default,Not Started,0,,6/25/2023,47714,Unemployed,1250,0,2,Always Late,West,Phone
172,53,Unemployed,111410,687,German,10172,10.56,24,Other,4/11/2022,3/31/2024,105,8393.616,-1463.616,Default,Recovered,-986.28533,8/18/2024,7/14/2024,6930,Unemployed,825,1,3,Always On Time,North,Email
173,30,Employed,41715,733,German,10173,7.25,36,Debt Consolidation,5/31/2020,5/16/2023,153,47689.475,-8519.475,Default,Recovered,-7993.060659,1/31/2024,10/16/2023,39170,Employed,1233,1,3,Always On Time,South,Email
174,49,Employed,42605,675,German,10174,5.7,48,Education,5/26/2022,5/5/2026,33,61135.98,-11350.98,Delinquent,Not Started,0,,6/7/2026,49785,Employed,1473,0,3,Mixed,West,In-App
175,24,Unemployed,114853,643,German,10175,9.89,48,Education,3/31/2021,3/10/2025,1,2103.1692,-596.1692,Current,Not Started,0,,3/11/2025,1507,Unemployed,1441,0,6,Mixed,South,Phone
176,68,Self-Employed,46174,742,German,10176,10.22,48,Other,8/16/2021,7/26/2025,3,3431.8368,-995.8368,Current,Not Started,0,,7/29/2025,2436,Self-Employed,1443,0,2,Mixed,East,Email
177,39,Employed,24956,374,German,10177,5.88,60,Debt Consolidation,8/13/2020,7/18/2025,82,36427.394,-8276.394,Delinquent,Not Started,0,,10/8/2025,28151,Employed,1882,0,5,Mixed,South,In-App
178,45,Unemployed,119444,454,German,10178,13.29,12,Education,8/12/2021,8/7/2022,-2,14294.9322,-1676.9322,Current,Not Started,0,,8/5/2022,12618,Unemployed,358,0,4,Always Late,North,Email
179,19,Self-Employed,91373,729,German,10179,4.47,36,Other,3/24/2021,3/8/2024,3,11057.475,-1307.475,Current,Not Started,0,,3/11/2024,9750,Self-Employed,1083,0,4,Mixed,South,Phone
180,59,Employed,84252,662,German,10180,7.6,24,Education,6/11/2021,6/1/2023,82,19724.544,-2602.544,Delinquent,Not Started,0,,8/22/2023,17122,Employed,802,0,5,Always Late,North,Phone
181,62,Employed,76949,747,German,10181,11.32,48,Education,4/20/2020,3/30/2024,3,12136.6912,-3782.6912,Current,Not Started,0,,4/2/2024,8354,Employed,1443,0,4,Always Late,East,Phone
182,23,Employed,77646,533,Other,10182,6.65,36,Education,11/13/2021,10/28/2024,142,54051.869,-8989.869,Default,Recovered,-5401.361466,5/10/2025,3/19/2025,45062,Employed,1222,1,7,Always On Time,North,Email
183,45,Employed,85017,561,German,10183,13.02,48,Business,9/29/2022,9/8/2026,72,48633.6632,-16654.6632,Delinquent,Not Started,0,,11/19/2026,31979,Employed,1512,0,5,Always Late,South,SMS
184,45,Employed,78037,424,German,10184,12.01,48,Debt Consolidation,2/7/2020,1/17/2024,72,32420.76,-10520.76,Delinquent,Not Started,0,,3/29/2024,21900,Employed,1512,0,4,Always Late,West,Email
185,61,Self-Employed,104818,544,German,10185,12.57,24,Other,1/21/2021,1/11/2023,36,18570.776,-3730.776,Delinquent,Not Started,0,,2/16/2023,14840,Self-Employed,756,0,7,Always Late,East,SMS
186,61,Employed,21548,841,German,10186,4.87,60,Other,11/7/2021,10/12/2026,132,47460.6645,-9293.6645,Default,Recovered,-5010.410157,7/26/2027,2/21/2027,38167,Employed,1932,1,5,Always On Time,South,Phone
187,37,Employed,118141,784,German,10187,5.12,12,Debt Consolidation,3/1/2020,2/24/2021,33,6346.094399999999,-309.0944,Delinquent,Not Started,0,,3/29/2021,6037,Employed,393,0,2,Mixed,East,In-App
188,47,Employed,88294,421,German,10188,6.79,60,Debt Consolidation,8/1/2022,7/6/2027,-1,39693.40350000001,-10060.4035,Current,Not Started,0,,7/5/2027,29633,Employed,1799,0,2,Always Late,East,SMS
189,28,Employed,38177,424,German,10189,9.46,36,Debt Consolidation,8/18/2020,8/3/2023,-1,32730.481,-7235.481,Current,Not Started,0,,8/2/2023,25495,Employed,1079,0,2,Always Late,South,Phone
190,45,Unemployed,39022,848,German,10190,12.1,60,Debt Consolidation,6/26/2021,5/31/2026,165,27041.04,-10193.04,Default,Recovered,-9113.18394,3/5/2027,11/12/2026,16848,Unemployed,1965,1,7,Always On Time,South,Phone
191,42,Employed,20542,469,German,10191,13.12,36,Home Improvement,4/17/2020,4/2/2023,70,52236.3088,-14753.3088,Delinquent,Not Started,0,,6/11/2023,37483,Employed,1150,0,6,Always Late,West,SMS
192,56,Employed,106012,423,German,10192,11.6,36,Other,12/21/2022,12/5/2025,3,65573.45999999999,-16928.46,Current,Not Started,0,,12/8/2025,48645,Employed,1083,0,8,Always Late,East,In-App
193,50,Self-Employed,111320,334,German,10193,14.18,12,Home Improvement,4/18/2020,4/13/2021,0,10090.0866,-1253.0866,Current,Not Started,0,,4/13/2021,8837,Self-Employed,360,0,5,Mixed,East,Phone
194,18,Employed,75428,386,German,10194,12,24,Education,6/9/2020,5/30/2022,-2,43485.56,-8416.56,Current,Not Started,0,,5/28/2022,35069,Employed,718,0,4,Always Late,South,SMS
195,44,Employed,37740,500,German,10195,7.02,12,Education,12/18/2020,12/13/2021,-4,8957.574,-587.574,Current,Not Started,0,,12/9/2021,8370,Employed,356,0,1,Always Late,North,In-App
196,69,Employed,74353,668,German,10196,6.55,60,Other,10/12/2021,9/16/2026,157,9838.1025,-2427.1025,Default,Not Started,0,,2/20/2027,7411,Employed,1957,0,5,Mixed,South,In-App
197,30,Employed,105353,376,German,10197,11.51,36,Education,12/18/2020,12/3/2023,111,53990.9249,-13857.9249,Default,Not Started,0,,3/23/2024,40133,Employed,1191,0,4,Always Late,East,Phone
198,58,Employed,71532,358,German,10198,5.72,48,Debt Consolidation,2/28/2020,2/7/2024,0,38705.97120000001,-7206.9712,Current,Not Started,0,,2/7/2024,31499,Employed,1440,0,9,Mixed,South,Email
199,20,Employed,31052,730,German,10199,4.57,48,Home Improvement,10/12/2020,9/21/2024,-1,36932.93,-5707.93,Current,Not Started,0,,9/20/2024,31225,Employed,1439,0,2,Mixed,West,Email
200,56,Employed,115689,799,German,10200,9.62,36,Debt Consolidation,3/6/2022,2/18/2025,-4,63421.0262,-14204.0262,Current,Not Started,0,,2/14/2025,49217,Employed,1076,0,4,Mixed,North,Phone
201,23,Unemployed,62076,408,German,10201,12.95,12,Education,4/30/2020,4/25/2021,73,1911.114,-219.114,Delinquent,Not Started,0,,7/7/2021,1692,Unemployed,433,0,5,Mixed,South,In-App
202,25,Employed,68420,577,German,10202,4.67,24,Home Improvement,4/13/2020,4/3/2022,-1,32721.0884,-2795.0884,Current,Not Started,0,,4/2/2022,29926,Employed,719,0,5,Always Late,West,Phone
203,44,Employed,15671,367,German,10203,12.61,12,Debt Consolidation,8/25/2021,8/20/2022,3,39690.5206,-4444.5206,Current,Not Started,0,,8/23/2022,35246,Employed,363,0,4,Mixed,East,SMS
204,26,Employed,15163,368,German,10204,12.83,36,Other,4/27/2020,4/12/2023,-2,55623.1236,-15459.1236,Current,Not Started,0,,4/10/2023,40164,Employed,1078,0,6,Always Late,South,Email
205,54,Employed,56424,464,German,10205,9.05,36,Debt Consolidation,12/10/2021,11/24/2024,4,12013.132,-2565.132,Current,Not Started,0,,11/28/2024,9448,Employed,1084,0,2,Always Late,East,SMS
206,50,Employed,68744,788,German,10206,4.16,24,Education,5/22/2021,5/12/2023,-4,48083.248,-3693.248,Current,Not Started,0,,5/8/2023,44390,Employed,716,0,6,Mixed,West,Phone
207,68,Employed,85331,604,German,10207,5.51,60,Home Improvement,12/7/2022,11/11/2027,-3,14123.6115,-3050.6115,Current,Not Started,0,,11/8/2027,11073,Employed,1797,0,5,Always Late,East,Phone
208,59,Unemployed,25634,664,German,10208,11.64,60,Other,4/6/2021,3/11/2026,-3,57606.948,-21192.948,Current,Not Started,0,,3/8/2026,36414,Unemployed,1797,0,7,Always Late,West,In-App
209,61,Employed,19798,678,German,10209,11.69,24,Home Improvement,9/15/2021,9/5/2023,3,7660.6642,-1451.6642,Current,Not Started,0,,9/8/2023,6209,Employed,723,0,7,Always Late,West,In-App
210,41,Employed,37420,642,German,10210,13.83,60,Other,4/24/2021,3/29/2026,-2,12742.0695,-5209.0695,Current,Not Started,0,,3/27/2026,7533,Employed,1798,0,3,Mixed,West,In-App
211,32,Employed,44300,653,German,10211,10.2,48,Home Improvement,10/4/2020,9/13/2024,139,31061.888,-9000.888,Default,Recovered,-8260.502656,3/13/2025,1/30/2025,22061,Employed,1579,1,2,Always On Time,South,SMS
212,49,Unemployed,104881,715,Other,10212,4.93,60,Education,12/25/2022,11/29/2027,46,10235.0115,-2024.0115,Delinquent,Not Started,0,,1/14/2028,8211,Unemployed,1846,0,9,Always Late,East,In-App
213,49,Employed,25749,408,Other,10213,4.9,60,Other,5/24/2020,4/28/2025,153,13604.115000000002,-2677.115,Default,Recovered,-1556.276847,12/13/2025,9/28/2025,10927,Employed,1953,1,4,Always On Time,East,Phone
214,41,Employed,119131,796,German,10214,11.79,60,Business,5/6/2021,4/10/2026,145,20547.4665,-7620.4665,Default,Recovered,-7065.490721,11/14/2026,9/2/2026,12927,Employed,1945,1,8,Always On Time,North,In-App
215,58,Employed,40121,640,German,10215,5.61,48,Home Improvement,3/31/2022,3/10/2026,1,31337.2936,-5743.2936,Current,Not Started,0,,3/11/2026,25594,Employed,1441,0,2,Always Late,North,Email
216,69,Self-Employed,52487,682,German,10216,7.28,60,Home Improvement,7/1/2021,6/5/2026,-4,14071.024,-3755.024,Current,Not Started,0,,6/1/2026,10316,Self-Employed,1796,0,5,Mixed,North,In-App
217,66,Employed,108947,832,German,10217,9.1,48,Debt Consolidation,8/27/2022,8/6/2026,3,17973.428,-4796.428,Current,Not Started,0,,8/9/2026,13177,Employed,1443,0,7,Mixed,North,SMS
218,66,Self-Employed,48361,599,German,10218,3.78,24,Other,5/23/2021,5/13/2023,159,12741.557600000002,-895.5576,Default,Recovered,-755.2988594,3/1/2024,10/19/2023,11846,Self-Employed,879,1,8,Always On Time,East,Email
219,69,Employed,36223,438,German,10219,6.36,12,Business,8/19/2021,8/14/2022,105,9501.1388,-568.1388,Default,Recovered,-431.8089758,1/9/2023,11/27/2022,8933,Employed,465,1,3,Mixed,West,Email
220,29,Employed,87930,658,Other,10220,8.19,24,Education,4/7/2020,3/28/2022,-3,45672.1672,-6428.1672,Current,Not Started,0,,3/25/2022,39244,Employed,717,0,6,Always Late,West,Email
221,56,Employed,29056,798,German,10221,6.72,12,Debt Consolidation,7/11/2021,7/6/2022,-3,50821.1312,-3200.1312,Current,Not Started,0,,7/3/2022,47621,Employed,357,0,4,Mixed,South,SMS
222,19,Employed,43380,684,German,10222,5.07,24,Business,1/7/2022,12/28/2023,-3,45923.9744,-4227.9744,Current,Not Started,0,,12/25/2023,41696,Employed,717,0,1,Always Late,West,Phone
223,20,Employed,41035,579,German,10223,11.87,12,Other,2/10/2020,2/4/2021,67,3445.596,-365.596,Delinquent,Not Started,0,,4/12/2021,3080,Employed,427,0,5,Mixed,East,In-App
224,66,Employed,45620,782,German,10224,12.85,12,Business,3/18/2022,3/13/2023,-2,7999.936500000001,-910.9365,Current,Not Started,0,,3/11/2023,7089,Employed,358,0,5,Always Late,East,Email
225,54,Self-Employed,34877,410,Other,10225,6.46,36,Home Improvement,3/18/2021,3/2/2024,2,32379.4374,-5256.4374,Current,Not Started,0,,3/4/2024,27123,Self-Employed,1082,0,8,Always Late,East,Email
226,66,Employed,70316,438,German,10226,12.41,12,Home Improvement,8/12/2020,8/7/2021,-1,9888.7077,-1091.7077,Current,Not Started,0,,8/6/2021,8797,Employed,359,0,4,Mixed,South,Email
227,34,Employed,79041,734,German,10227,7.93,12,Debt Consolidation,2/24/2020,2/18/2021,-5,10087.1378,-741.1378,Current,Not Started,0,,2/13/2021,9346,Employed,355,0,2,Mixed,North,Phone
228,66,Employed,68352,808,German,10228,9.33,36,Other,4/16/2022,3/31/2025,38,26721.7522,-5843.7522,Delinquent,Not Started,0,,5/8/2025,20878,Employed,1118,0,1,Always Late,West,Phone
229,19,Employed,45911,572,German,10229,13.34,60,Other,9/23/2020,8/28/2025,-5,57798.224,-23126.224,Current,Not Started,0,,8/23/2025,34672,Employed,1795,0,3,Always Late,East,SMS
230,19,Employed,47784,398,German,10230,12.12,60,Business,11/9/2020,10/14/2025,155,29956.718,-11303.718,Default,Not Started,0,,3/18/2026,18653,Employed,1955,0,3,Always Late,East,Phone
231,45,Employed,18191,403,German,10231,12.76,36,Debt Consolidation,2/13/2021,1/29/2024,-3,60486.437600000005,-16744.4376,Current,Not Started,0,,1/26/2024,43742,Employed,1077,0,6,Mixed,North,In-App
232,40,Employed,48160,513,German,10232,5.07,48,Other,3/19/2022,2/26/2026,76,32643.992,-5503.992,Delinquent,Not Started,0,,5/13/2026,27140,Employed,1516,0,3,Mixed,East,SMS
233,54,Self-Employed,105536,464,German,10233,4.3,12,Home Improvement,2/13/2021,2/8/2022,55,2277.912,-93.912,Delinquent,Not Started,0,,4/4/2022,2184,Self-Employed,415,0,8,Mixed,West,SMS
234,49,Unemployed,119576,819,German,10234,13.77,12,Business,12/31/2022,12/26/2023,-1,40380.3861,-4887.3861,Current,Not Started,0,,12/25/2023,35493,Unemployed,359,0,9,Always Late,South,In-App
235,50,Employed,79641,583,German,10235,7.96,36,Education,8/18/2021,8/2/2024,4,55929.3424,-10781.3424,Current,Not Started,0,,8/6/2024,45148,Employed,1084,0,5,Mixed,East,In-App
236,18,Employed,64723,816,German,10236,6.81,36,Home Improvement,4/9/2022,3/24/2025,52,31126.3378,-5280.3378,Delinquent,Not Started,0,,5/15/2025,25846,Employed,1132,0,8,Always Late,West,In-App
237,36,Employed,18631,463,German,10237,11.83,48,Debt Consolidation,7/17/2021,6/26/2025,4,68982.59,-22157.59,Current,Not Started,0,,6/30/2025,46825,Employed,1444,0,6,Always Late,East,SMS
238,19,Employed,21172,363,German,10238,13.12,60,Other,1/5/2022,12/10/2026,37,38410.92,-15215.92,Delinquent,Not Started,0,,1/16/2027,23195,Employed,1837,0,4,Always Late,North,SMS
239,61,Employed,57080,390,German,10239,13.42,24,Home Improvement,3/14/2021,3/4/2023,73,8379.0504,-1773.0504,Delinquent,Not Started,0,,5/16/2023,6606,Employed,793,0,2,Mixed,East,SMS
